ts,pid,name,cpu_percent,cpu_seconds,rss_bytes,vms_bytes
2025-11-29T18:59:25.219092,43413,product_service_app,38.7,N/A,0,0
2025-11-29T18:59:28.272264,43531,order_service_app,1.52,N/A,0,0
2025-11-29T18:59:30.297894,43350,user_service_app,98.58,N/A,0,0
2025-11-29T18:59:32.326607,43413,product_service_app,26.65,N/A,0,0
2025-11-29T18:59:35.364899,43531,order_service_app,4.14,N/A,0,0
2025-11-29T18:59:37.442728,43350,user_service_app,98.97,N/A,0,0
2025-11-29T18:59:39.465231,43413,product_service_app,29.42,N/A,0,0
2025-11-29T18:59:42.537692,43531,order_service_app,2.39,N/A,0,0
2025-11-29T18:59:44.559971,43350,user_service_app,100.44,N/A,0,0
2025-11-29T18:59:46.592511,43413,product_service_app,20.04,N/A,0,0
2025-11-29T18:59:49.628594,43531,order_service_app,17.78,N/A,0,0
2025-11-29T18:59:51.656996,43350,user_service_app,101.29,N/A,0,0
2025-11-29T18:59:53.684624,43413,product_service_app,31.2,N/A,0,0
2025-11-29T18:59:56.733774,43531,order_service_app,5.68,N/A,0,0
2025-11-29T18:59:58.755906,43350,user_service_app,101.06,N/A,0,0
2025-11-29T19:00:00.793723,43413,product_service_app,56.64,N/A,0,0
2025-11-29T19:00:03.841163,43531,order_service_app,4.0,N/A,0,0
2025-11-29T19:00:05.871445,43350,user_service_app,99.6,N/A,0,0
2025-11-29T19:00:07.893693,43413,product_service_app,29.94,N/A,0,0
2025-11-29T19:00:10.936537,43531,order_service_app,2.82,N/A,0,0
2025-11-29T19:00:12.953726,43350,user_service_app,101.35,N/A,0,0
2025-11-29T19:00:14.981918,43413,product_service_app,18.84,N/A,0,0
2025-11-29T19:00:18.024386,43531,order_service_app,2.9,N/A,0,0
2025-11-29T19:00:20.054241,43350,user_service_app,101.47,N/A,0,0
2025-11-29T19:00:22.115431,43413,product_service_app,28.4,N/A,0,0
2025-11-29T19:00:25.165779,43531,order_service_app,4.17,N/A,0,0
2025-11-29T19:00:27.190028,43350,user_service_app,99.61,N/A,0,0
2025-11-29T19:00:29.211764,43413,product_service_app,22.88,N/A,0,0
2025-11-29T19:00:32.317543,43531,order_service_app,2.0,N/A,0,0
2025-11-29T19:00:34.289482,43350,user_service_app,99.03,N/A,0,0
2025-11-29T19:00:36.301736,43413,product_service_app,28.3,N/A,0,0
2025-11-29T19:00:39.336798,43531,order_service_app,0.02,N/A,0,0
2025-11-29T19:00:41.359453,43350,user_service_app,100.7,N/A,0,0
2025-11-29T19:00:43.390323,43413,product_service_app,40.61,N/A,0,0
2025-11-29T19:00:46.468226,43531,order_service_app,0.07,N/A,0,0
2025-11-29T19:00:48.472557,43350,user_service_app,99.45,N/A,0,0
2025-11-29T19:00:50.505923,43413,product_service_app,11.61,N/A,0,0
2025-11-29T19:00:53.533819,43531,order_service_app,0.02,N/A,0,0
2025-11-29T19:00:55.560255,43350,user_service_app,101.24,N/A,0,0
2025-11-29T19:00:57.582413,43413,product_service_app,17.84,N/A,0,0
2025-11-29T19:01:00.610411,43531,order_service_app,0.02,N/A,0,0
2025-11-29T19:01:02.664921,43350,user_service_app,103.43,N/A,0,0
2025-11-29T19:01:04.713546,43413,product_service_app,24.71,N/A,0,0
2025-11-29T19:01:07.764976,43531,order_service_app,44.97,N/A,0,0
2025-11-29T19:01:09.794537,43350,user_service_app,99.61,N/A,0,0
2025-11-29T19:01:11.827256,43413,product_service_app,19.86,N/A,0,0
